loan_amount,interest_rate,income,employment_years,credit_score,age,existing_debt,loan_term,default
35450,8.871439351970531,183322,24,552,29,7418,12,0
33196,14.324995889171575,152994,14,519,38,17710,24,0
6626,10.225925934648057,51976,12,696,30,121,36,0
8424,22.394874173518637,163063,7,635,30,37081,48,1
13857,28.60522095865269,124405,20,328,58,27773,48,0
45923,29.88777420039666,73744,20,793,35,17566,12,1
20982,16.256920261039767,173805,21,801,50,46750,12,0
12425,11.31325974091111,22473,32,453,23,33562,12,1
2980,16.070734259608102,159180,26,530,42,42584,48,0
49290,26.181735249068094,48715,39,401,40,20655,12,1
27431,10.150141963800998,183282,21,476,41,8483,60,1
20440,28.802391291323094,57317,29,531,54,32688,60,1
42752,13.546644219953775,85516,8,311,43,40094,60,1
18175,29.645091486257623,184434,34,485,21,41450,48,0
49651,25.965222188349056,74604,17,565,55,25209,12,1
27385,25.214263353684757,24889,4,434,52,46316,24,1
39158,12.947616844332089,93748,26,330,66,18556,12,1
24019,5.219430298698237,51971,5,755,28,27962,48,0
19639,14.553322720649696,70551,31,558,53,15638,60,0
20994,12.545234241567343,154273,7,403,42,38754,48,1
35375,5.934924760219932,128957,38,730,37,36675,12,0
22563,17.63413141264824,109882,20,681,18,21083,48,0
40341,15.075782782068416,57958,17,768,47,7081,24,1
6776,20.86391169353812,25681,13,812,21,13353,48,1
37444,20.529658054852078,121982,14,506,40,19852,36,1
4380,8.018665897417003,66870,25,746,52,5760,48,0
9711,29.424138653165564,148396,31,388,59,13771,12,0
9782,9.673285736036174,87203,38,494,39,490,36,0
18434,16.131850619117614,179224,27,713,48,4263,60,0
47765,17.202938585843373,70061,38,421,18,7769,12,0
21017,25.326569930353003,78235,31,761,21,25334,24,1
31707,7.480739902366169,57890,12,415,36,17581,48,1
40110,15.716106980213294,110073,14,495,47,32749,48,1
18343,20.712554255905097,81401,17,335,18,11635,12,0
39827,10.37889054060139,31217,38,366,65,1904,48,0
42652,20.68669746915182,68351,5,580,36,5269,48,0
6655,28.09162093874132,53741,10,778,69,30968,60,1
45859,29.937953279316876,171726,31,310,38,1650,48,0
16251,5.811276919766893,21408,39,621,39,12467,48,1
1526,10.889705706116938,62903,19,539,67,35959,60,0
4224,12.757677894792437,127042,32,359,19,32795,48,0
48837,14.978152511124152,152290,39,464,23,46900,60,0
12536,11.056428939619185,142189,7,488,38,22644,24,1
29541,10.087199863882812,129268,34,786,50,35518,48,1
14547,28.8638460604375,50105,4,391,36,27280,12,1
35531,27.963040069262945,89634,34,588,44,2879,36,0
9712,6.174812525077937,137426,13,808,54,4357,24,0
39565,13.470325540121204,158691,20,374,46,28301,48,1
10208,15.128713841960165,163011,23,727,45,10865,12,1
6109,10.975363366648583,38226,16,684,51,49023,36,1
36201,20.721822424704385,45322,17,352,18,2832,60,0
17967,21.009518666106025,137504,33,474,65,35877,48,0
30759,26.262605708214927,78215,11,773,42,28868,60,0
21172,23.521731709630444,167950,15,660,38,42420,24,1
37935,18.564333174148892,157632,3,569,51,31403,36,0
27589,21.339669251110497,189350,24,706,43,5758,36,1
31015,11.849719538575453,187284,33,423,53,2921,60,0
30009,19.826404749183943,114835,27,675,52,34201,60,1
18773,17.23068136874798,93079,10,691,40,4428,24,0
42125,8.333611682909261,43946,12,481,34,40466,12,0
27143,11.063606914574269,182812,30,335,64,8111,48,1
7154,12.292336268039652,130733,24,511,59,23247,12,1
22804,28.10773917631395,27253,38,433,29,48287,36,1
42688,10.759665984647235,99311,9,790,61,30447,48,1
21581,12.231097570491704,52813,23,737,37,48503,24,0
31087,14.233853252235807,178704,0,345,56,12366,12,1
33981,21.593568465634675,68365,24,700,44,46923,12,1
4762,7.955959811803513,87593,27,787,59,30564,48,0
47167,28.8486303123444,184503,35,731,54,45252,24,0
10768,26.63928050236911,188508,17,727,37,9975,24,1
44408,19.430401825223754,169485,5,816,69,45281,12,0
40499,21.850946685623917,58485,1,761,28,2642,12,0
39559,5.4165117811054,131504,2,480,45,40345,60,1
49590,13.473619383711217,36101,7,444,19,13849,48,0
9783,24.89150576653605,28831,30,564,41,36479,24,1
47389,6.9370743448096475,71897,18,705,33,19344,36,0
30781,12.057845855268006,25004,5,783,29,21214,48,0
31811,19.632420708357785,65924,13,781,33,38226,60,1
49787,11.410325692473545,172581,2,536,53,26155,48,0
36488,28.34944935361298,57170,0,824,19,22522,12,0
9905,8.27646577010726,63555,29,638,42,6680,48,0
10127,24.934858947694465,165734,18,567,46,12507,48,1
23431,17.698717297660206,138115,18,565,45,9419,48,0
7368,23.7582693954989,124216,8,827,27,49007,36,1
28424,12.767883207786186,85930,6,391,62,49353,60,0
47824,17.862240057800967,198475,36,547,40,38753,48,1
46004,26.420883743079408,56365,6,318,49,22559,48,1
19333,16.67195247807761,82188,8,689,48,3160,36,1
24116,13.992996547756741,118633,3,687,36,44233,24,1
48219,18.403884656318404,177745,24,394,32,7872,48,1
44201,22.934068825909172,83471,11,729,50,7839,48,1
16525,16.08908363746257,168228,5,336,34,15652,24,1
24398,28.471924378556825,77287,17,692,69,6859,48,1
33857,12.373645601058552,152717,39,590,53,33520,48,1
11361,16.88659015422801,79076,20,602,37,13304,48,1
17369,23.923191483536037,136475,14,700,26,49266,60,0
4041,22.228027262393955,70151,2,643,55,47825,12,1
1105,26.591026310428905,87384,1,817,20,3980,60,0
10078,29.92022951702772,119865,39,676,19,39093,24,1
26003,15.67145821987724,53541,3,464,35,49620,60,1
7090,7.778771994582796,92847,31,312,40,425,60,0
39850,5.7603970201992,70955,1,324,36,8141,36,0
2925,23.171922653494292,160362,28,422,24,10057,24,0
19440,26.85034178271789,181215,1,428,52,49985,24,1
40685,10.517814648610468,175581,33,846,67,31803,24,0
27015,8.96120092974765,107780,26,608,37,47084,60,0
34320,6.555127288142275,187813,38,735,37,47588,24,1
26291,25.56757304293016,177970,37,481,36,4106,36,1
37679,12.784548497314608,119919,17,342,58,20087,48,0
27289,15.042422318994412,132854,35,703,33,1408,60,0
4389,17.568754790240305,81768,18,562,55,19865,48,0
26683,25.98633085523877,63262,26,369,38,38589,48,0
14629,21.270830539037124,156578,19,591,46,43130,60,1
25826,20.37661574644528,40605,20,513,61,39612,60,1
36198,9.391802498897768,98590,22,446,55,39163,24,0
27630,17.829747292745743,48231,29,324,62,41563,36,1
34226,22.88452542946638,99397,24,622,41,15843,60,0
47163,29.331522075762294,97123,30,408,54,49364,48,1
33975,10.035157730333806,33515,26,550,46,28477,60,1
1899,5.238583826680666,107211,33,781,48,32457,36,0
12653,6.882535839961744,189694,7,474,62,48109,12,1
28961,14.39631162954948,36600,18,646,69,27330,48,1
17405,25.51361619364968,178964,25,469,56,29211,12,0
9601,5.178552044206127,89310,27,301,29,37569,12,1
34662,16.418264822146007,172873,3,661,47,32667,36,1
34282,13.230765383534862,188767,30,595,21,48114,60,1
22288,6.3120427524931895,179925,15,501,47,1758,12,0
30545,16.255907166815433,155501,9,588,22,38548,24,1
37877,11.368717683417971,155678,37,361,33,29169,60,1
47026,13.79712085867516,155550,9,801,44,11260,48,1
16313,22.640382619607326,134380,8,425,21,32350,60,1
16349,18.03877459777418,191206,38,348,25,41741,36,1
8179,8.116185724820333,131780,35,478,65,32678,36,0
11326,29.035363510590976,176547,35,792,25,45181,48,0
45555,20.89776914274346,86177,18,732,34,17910,48,1
2560,24.14671064156329,172802,18,601,63,840,48,1
14612,6.980328750209271,172185,11,468,61,17725,36,1
18650,6.176459486500472,171083,12,568,20,12299,60,0
27745,5.486201259202029,75746,24,663,44,29989,12,0
32890,9.719850694336111,143075,35,399,69,24505,12,1
21022,15.360209942962378,193925,24,514,51,5559,24,0
5780,28.39565333507057,105195,27,396,62,38694,36,1
19311,16.42649148164441,56818,38,847,38,32597,48,0
29380,12.256377634313235,188393,29,636,60,8707,60,0
45662,19.048381337991586,41309,4,658,41,48943,36,1
3356,7.7983644533697305,169760,16,589,61,44422,24,0
5790,20.23764727512458,48176,17,695,67,46759,12,0
27911,19.210798858262585,88879,20,659,58,44039,60,1
25363,24.79982583514274,87592,21,646,46,40443,12,1
21049,29.6671902904256,104728,38,423,56,42107,60,0
11181,11.271836792902763,160488,5,837,23,28019,48,0
40825,17.741411270094016,191066,15,721,31,22841,60,0
17082,27.72163515797509,28584,1,635,67,19640,48,1
1661,24.62974711057103,144555,0,802,31,35362,36,1
38412,17.18515757752019,113302,29,356,54,36424,12,1
49479,28.634291240369446,142408,36,375,69,32626,60,1
3920,6.430917337920235,38830,22,765,41,9740,60,0
26658,28.2749654928146,97066,0,584,30,3155,24,1
49770,6.262684809570164,23591,18,685,18,23572,12,1
15025,18.68261860286711,113878,2,558,29,978,36,1
9946,27.261023700027145,145407,1,776,68,10497,48,0
29706,11.56802358903257,136869,36,310,59,44843,36,1
46500,16.806212473628964,41395,16,559,41,19431,24,1
40004,13.108221978424165,36738,27,692,54,35357,36,0
17309,28.803597926908786,153703,17,668,37,23167,48,0
47286,25.59113986882727,168977,32,483,23,5942,12,0
34120,22.72503778315949,39056,14,315,29,18983,24,0
31027,19.690674665377717,141656,21,805,38,35276,60,0
8005,25.514794733103702,135316,26,385,20,45279,60,0
47804,14.806676038088677,186519,36,309,44,17577,12,1
1956,16.18879637765155,74418,31,776,63,5915,36,0
35839,23.250043027021537,57190,18,463,53,26333,60,0
9595,13.943869082342855,46014,27,323,34,2045,24,1
48908,6.5975235512093455,145563,27,611,66,24180,48,0
13803,6.858365222151787,21780,9,537,63,41207,36,0
26963,7.8840700326425965,62192,19,761,32,42344,48,1
37221,26.74203308359157,124875,24,761,56,9564,36,0
40443,16.805660643905107,119129,20,537,21,11105,24,0
34723,22.82205923361841,63923,13,321,34,48533,48,1
40063,14.822733390122332,109196,21,479,55,20056,24,0
49689,11.467773685390863,22395,25,798,28,47561,48,1
16282,13.679804189055298,122449,10,774,29,47689,36,0
5703,24.85455863292959,141747,6,638,64,32135,24,0
7563,20.630403125785953,166851,16,830,49,39949,36,1
26849,28.44099449894755,91028,17,461,44,32812,36,0
32860,21.992619464420848,180794,6,360,61,4511,48,1
32585,19.25454079386735,158183,19,384,60,22772,48,0
23015,20.254900224645862,161056,37,846,44,15421,24,1
13003,28.559285986710364,113176,10,789,66,27116,60,0
44585,24.70502324666765,46924,15,304,57,7775,12,1
27958,5.601030934160946,52577,26,375,61,26946,48,1
27017,18.35349240339243,158783,10,552,46,10707,36,0
12171,22.20846028866412,105548,15,306,26,13372,12,1
46350,23.717461960978877,145093,22,772,60,40716,24,0
13201,10.328552982848418,155168,11,437,20,29814,12,0
30426,26.679433861283805,86555,39,657,56,22607,12,0
18778,28.896078679379094,109848,2,462,46,27957,60,0
46241,10.917882646121743,28254,1,617,38,30278,60,1
43229,27.065386437931146,145410,37,757,52,43847,12,0
22116,7.424469062902385,157037,23,552,65,8216,60,0
49364,6.39267090288113,123025,28,500,27,10006,60,1
34297,8.230595002568734,150509,33,831,40,33993,12,0
20342,6.4435269866759,52963,19,464,56,34016,48,1
28490,26.1253059288944,23273,17,531,42,25354,60,1
20975,6.476253611456799,35330,13,627,41,48637,12,0
27723,11.791604784091387,172566,17,537,37,19226,48,1
24279,7.59390858839641,96422,1,419,32,38466,60,0
13765,12.385550907844124,142089,0,549,38,17966,12,0
47678,7.263986690023012,23212,19,635,59,4848,60,0
12561,21.70008126857535,107594,33,583,29,42673,48,1
42899,8.333170408564378,152152,10,497,35,11783,12,1
1525,26.296148145972197,52675,26,715,40,46156,48,1
23861,25.429776268166027,42007,22,694,58,35906,36,0
34142,5.341542136765235,133805,37,450,46,10924,24,1
27916,27.393158887877863,102641,2,564,58,4642,36,1
45965,5.723607918584176,115815,11,519,53,5196,60,0
5648,10.991144623938915,66815,29,515,22,11155,48,1
36133,5.809728444399877,103482,30,614,56,12055,12,0
31523,13.396087175982899,20639,22,515,43,20152,48,1
30052,17.84666314283179,83593,0,634,56,38966,60,1
35414,24.916121725378453,98038,19,658,28,8072,12,0
33781,13.449538761745904,113899,5,460,59,15965,36,0
5599,22.637250616827917,23736,10,810,28,42456,48,1
36046,9.68761142797451,36473,34,456,35,44687,24,1
48064,23.76496141860316,148771,3,461,29,31990,60,1
36923,10.899915147730939,145801,28,341,33,21942,60,1
42089,8.588618898594198,185091,9,479,44,42695,48,0
4814,9.635221259351358,127598,28,602,53,46827,36,0
46893,9.551578222046384,106623,37,629,34,47417,36,0
36984,17.82157198442478,56820,0,728,66,26843,24,1
27616,26.11993952970365,77589,39,649,38,5490,24,1
3113,6.990126924812641,38414,7,419,54,21719,48,0
44006,22.673907962335566,147378,37,374,48,49200,12,0
14760,21.358661491321442,44220,16,422,62,38684,36,0
22927,26.81299879573406,80531,18,481,52,18894,12,1
21939,11.103689012672682,130002,32,556,44,30837,12,0
33419,16.25274646712574,193497,14,568,40,44294,48,0
13588,28.145684361087934,29387,30,792,49,1746,24,0
37142,21.49983625338293,96815,20,479,34,25071,12,1
40198,14.719210321539922,47584,2,448,28,8170,48,1
45738,8.285309571381712,64783,1,817,18,33401,24,0
34397,11.562125197514776,190881,34,447,45,12889,12,1
17653,19.53038693723458,144494,15,308,35,19104,12,1
11831,22.95419868901284,135814,20,477,66,49327,24,1
6724,8.110547171297338,150752,11,694,58,15140,24,0
12083,19.98993150110135,161929,27,630,37,27736,60,1
46917,18.758781970968776,193333,11,355,24,8152,60,1
20816,17.8488861672677,93588,32,506,54,48486,48,1
43240,22.253077942050197,168067,19,404,33,19741,48,1
7276,25.936239877086546,33580,39,846,56,37160,36,0
49403,13.074742079421709,38240,20,654,62,38147,60,1
39663,27.225304752773987,103446,38,788,62,22354,24,0
14994,9.015840315463766,124533,35,802,64,8666,60,0
24499,9.325596743779109,197183,21,349,40,28403,48,1
24040,11.669301590598097,185938,25,386,49,42606,48,0
44320,7.9882717386769455,100974,6,602,66,34726,48,0
17959,10.75798061707194,93401,6,300,34,39447,24,0
7099,7.660294072571115,163283,7,680,36,48689,12,0
43267,25.54381042463476,184340,25,661,59,46116,48,0
20576,8.474224797165615,23646,23,680,51,40116,60,0
36946,23.68243893899642,62816,23,461,31,5884,12,1
7116,6.197846697833343,109460,39,318,20,12312,60,1
16563,28.71300818784788,64112,11,542,56,41596,48,0
27788,22.779002188194156,71048,7,428,42,19998,24,0
27928,5.169913714652795,152850,8,475,28,3820,12,0
37336,24.09641250500535,65752,2,708,66,4322,12,0
10847,17.852048019154633,90726,20,383,32,38235,48,1
27155,24.484129258377994,178361,30,675,36,45093,48,1
15135,18.062420222264713,64788,23,521,60,38270,48,1
18774,21.025621440883867,24747,3,624,32,39217,36,0
2742,24.658291384876012,20045,19,750,32,24923,24,0
19309,15.127701364696417,27758,15,715,55,22942,24,1
1619,5.067703745511302,145076,9,744,32,33750,48,0
18658,26.248662398629712,174509,25,624,26,32333,36,1
35707,14.522259065616565,170657,28,822,22,41691,48,1
21337,17.401068150414577,160926,4,465,36,47757,48,1
17001,5.194166053849218,76950,10,537,41,22912,24,0
1968,17.30230025875245,168421,28,312,46,21983,36,0
48614,29.662185039293238,172420,14,556,22,46197,24,1
26892,11.956691520469242,185368,5,813,39,22074,48,0
26619,14.885456756059451,39455,14,509,30,47164,60,1
1281,22.179749911716915,190365,19,783,67,43560,12,1
28420,25.369841688091466,108552,33,664,69,5905,48,1
16360,15.434790600152507,66116,1,524,66,25028,36,0
40030,12.741721760032313,140461,15,493,64,4073,60,0
2058,28.445644999626676,60484,18,495,63,2234,36,1
21677,21.92862416679173,181287,33,699,46,15273,48,0
11724,7.975532612328527,101638,13,356,33,7631,48,1
29404,6.723196953366216,154476,23,512,53,12061,12,1
38946,17.088746269759227,188332,27,578,34,49253,36,0
40748,10.502251651181812,120647,31,679,37,23818,60,1
30856,11.349618834406337,85642,36,416,31,44667,12,0
10200,26.942304470696207,66009,9,750,67,23704,36,0
34997,7.239150607907767,148824,8,709,23,29362,48,1
26611,22.884102880722242,49605,23,666,39,46506,12,0
42235,11.7785563345147,130879,35,412,57,10850,48,0
36057,24.008205535103443,188641,28,463,26,30638,24,1
2239,23.060284611588614,140827,28,303,49,16919,24,1
39138,5.184797536107325,25580,22,322,41,23884,12,1
49938,17.72838532303998,134902,26,391,50,31480,12,0
1125,8.482987059451158,25400,30,768,30,30697,36,0
46272,26.65567576446692,190715,6,454,52,18084,60,1
24857,26.789647071560164,116032,3,506,23,39807,60,1
16398,15.45864518734395,147319,13,380,66,30301,24,0
7638,16.10989046127701,126960,9,782,57,7114,24,0
7570,12.582073485113177,59015,33,706,47,30550,24,1
4249,22.915157474000775,91713,25,402,55,45179,48,0
10110,13.966534075661478,166046,22,539,33,7469,60,0
41363,11.694811863065844,165109,8,564,18,47771,12,0
14605,15.805776487612706,167239,36,332,59,6492,24,1
13115,7.287187959686468,108754,7,334,35,37112,36,1
40062,23.665080116105095,63148,13,548,39,1971,12,1
23911,5.314910031794674,172606,6,349,43,46350,12,1
39525,21.11212653801485,142790,6,579,31,9644,12,1
33556,9.57161316887181,106078,8,451,54,26169,60,0
13595,10.810101155360329,76879,2,836,66,17096,24,0
2969,20.890799966000998,139894,13,529,31,36423,36,0
44753,29.82358664457268,85839,16,587,43,48110,48,1
18275,24.44293722681377,49756,21,694,67,12534,36,1
5470,10.6459908055848,163755,25,752,53,12768,36,0
11225,9.400618876028345,162097,27,332,69,22625,36,1
43324,26.655821756691758,169787,13,662,40,39240,48,1
42974,16.104598698037606,112943,8,410,19,28660,36,1
43759,8.426320070703888,168188,25,420,56,24144,36,1
24196,26.55528558304845,56744,1,315,24,9640,24,1
41287,25.402308822856536,144697,10,822,56,20032,24,1
14669,29.59765909742909,136072,16,397,62,37892,24,1
38380,27.7435921678171,153196,33,415,68,26589,12,1
46141,26.294758466513542,189123,18,770,39,8650,36,0
49320,6.314359945275079,27176,38,738,45,2843,60,1
48414,7.6103842374529505,111310,17,580,55,24357,60,0
39006,19.224579857603068,169748,12,648,37,16976,60,0
16577,18.286981157045524,65177,4,531,66,497,48,1
23473,16.449080362238387,130623,22,410,35,2134,24,0
29625,14.919733135364606,20997,23,651,41,18833,24,1
16504,15.780262121608223,194841,28,311,50,5412,24,0
25089,19.232448353369882,140179,7,787,62,32666,48,1
37487,5.05191294000203,140403,25,832,43,4292,36,0
1302,11.517719353321304,162303,14,584,36,27387,12,0
32463,17.956993017217776,115287,0,844,65,31826,24,0
45912,23.055402466841155,139574,27,691,59,26,36,1
30259,9.353917309884908,141509,13,469,30,12108,60,1
43823,18.672029344685825,105447,33,376,27,14470,12,1
38208,22.861492097144545,129522,30,596,31,29785,60,1
31659,16.115691447847617,101144,5,629,26,2253,36,0
36840,5.677028341751276,112693,4,362,28,20026,36,1
32890,16.231703961640918,114315,30,569,20,44258,60,1
14598,12.411122193603827,47387,36,515,57,29274,12,0
48055,28.24124019253321,24090,14,489,29,46147,60,1
47733,8.115334641958185,140846,14,374,52,45417,60,1
20508,21.311898887680805,176017,4,809,56,42243,60,0
43287,6.317994158362529,60239,27,392,63,47761,12,1
14380,16.15426094531741,23743,32,352,56,1086,48,0
27984,18.849487180502017,50924,10,795,49,24406,12,1
45633,12.448873282921635,161268,5,393,56,34783,60,1
9125,16.376890888009612,150160,22,528,31,21451,24,1
37059,9.088844863254685,111815,39,549,61,9907,24,0
5033,12.603096236700903,125312,1,690,18,7123,36,0
38873,20.527658122755078,88860,14,481,44,46702,48,0
